invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I449997,C176729,Clothing,2,600.16,24.12.2021,Mall of Istanbul
I326114,C286810,Cosmetics,0,121.98,11-09-2022,Emaar Square Mall
I140555,C263288,Clothing,4, 1200.32 ,15-07-2022,Emaar Square Mall
I339134,C185630,Food & Beverage,1,5.23,23-02-2022,Metropol AVM
I318900,C803346,Souvenir,1,11.73,23-09-2022,Zorlu Center
I245652,C499003,Clothing,3,900.24,27.02.2021,Metrocity
I213369,C155279,Clothing,1,300.08,31-01-2023, METROCITY 
I178079,C203078,Food & Beverage,2,10.46,06-12-2021, MALL OF ISTANBUL 
I237968,C319945,Toys,1,35.84,03-12-2021,Emaar Square Mall
I896363,C262874,Toys,4,143.36,19-11-2022,Mall of Istanbul
I399666,C218208,Technology,4,4200.0,31-08-2021,Viaport Outlet
I649067,C188698,Toys,4,143.36,04-10-2022,Zorlu Center
I317100,C711424,Cosmetics,5,203.3,10-03-2022,Viaport Outlet
I524748,C298594,Clothing,5,1500.4,2022-08-06,Kanyon
I558148,C173070,Food & Beverage,0,26.15,20-04-2021,Metropol AVM
I178717,C233626,Books,1,$15.15,13/02/2023,Metrocity
I756535,C259367,Shoes,3,1800.51,27.09.2022,Mall of Istanbul
I297677,C102508,Toys,3,107.52,28-10-2022,Istinye Park
I169311,C338639,Clothing,4,1200.32,21-03-2021,Mall of Istanbul
I122340,C272615,Toys,1,35.84,18-02-2021,Cevahir AVM
I505289,C319341,Clothing,4,1200.32,10-07-2022,Cevahir AVM
I100462,C363980,Souvenir,5,58.65,04-01-2021,Metropol AVM
I211670,C123220,SHOES,3,1800.51,28-08-2022,Metrocity
I332664,C539656,  Clothing  ,4,1200.32,16-01-2023,Istinye Park
I423946,C132570,  Toys  ,5,179.2,Feb 05 2023,Cevahir AVM
I536333,C339068,Cosmetics,3,121.98,12-09-2021,Viaport Outlet
I299119,C199692,Clothing,2,600.16,18-02-2021,Cevahir AVM
I293693,C228087,Toys,1,35.84,08/03/2022,Cevahir AVM
I127801,C266599,Clothing,1,300.08,09-11-2021,Metrocity
I130268,C217876,Clothing,2,600.16,22-09-2021,Viaport Outlet
I834563,C124889,Food & Beverage,2,-10.46,16-08-2022,Kanyon
I292673,C142961,Clothing,1,300.08,21-09-2022,Istinye Park
I238144,C155920,Cosmetics,1,40.66,30-05-2021,Emaar Square Mall
I119281,C294448,Food & Beverage,4,20.92,09-25-2022,Mall of Istanbul
I716824,C172674,Clothing,N/A,900.24,17-06-2021,Kanyon
I114003,C419842,Food & Beverage,1,5.23,29-04-2021,Istinye Park
I229447,C959193,Souvenir,3,35.19,2021-06-13,Forum Istanbul
I117442,C331385,Clothing,2,600.16,Feb 09 2022,Kanyon
I104081,C189700,Toys,,35.84,24-03-2022,Zorlu Center
I394467,C280994,Cosmetics,1,40.66,22-12-2021,Emaar Square Mall
I103499,C316134,,2,81.32,17-03-2022,Mall of Istanbul
I267027,C152766,Clothing,3,900.24,02-17-2023,Viaport Outlet
I125542,C261899,Food & Beverage,1,5.23,02-01-2022,Istinye Park
I105356,C237583,Clothing,5,1500.4,14-07-2022,Mall of Istanbul
I269187,C642170,Clothing,3,900.24,15.06.2021,Mall of Istanbul
I119700,C204353,Food & Beverage,1,5.23,22-01-2023,Mall of Istanbul
I137497,C977007,Food & Beverage,2,10.46,07-03-2022,Cevahir AVM
I316977,C934321,Souvenir,5,58.65,2022-07-28,Cevahir AVM
I176058,C242626,Technology,2,2100.0,01.02.2021,Kanyon
I918917,C974027,Toys,5,179.2,Feb 27 2021,Emaar Square Mall
I265252,C169864,Food & Beverage,1,5.23,24-08-2022,Metrocity
I128556,C171353,Cosmetics,1,40.66,03-06-2022,Zorlu Center
I253626,C183126,Food & Beverage,3,15.69,2022-07-26,Emaar Square Mall
I189100,C299459,Food & Beverage,5,26.15,05-01-2022,Mall of Istanbul
I232977,C314806,Cosmetics,3,121.98,12-12-2022,Istinye Park
I203303,C265823,Clothing,-3.0,900.24,11-01-2021,Kanyon
I100691,C116434,Clothing,2,"600,16",26-04-2022,Viaport Outlet
I252107,C318167,Clothing,2,600.16,06-02-2022,Metrocity
I204630,C412838,Souvenir,1,11.73,14-06-2021,Istinye Park
I912035,C180120,Shoes,3,1800.51,10-03-2022,Kanyon
I139813,C312722,Toys,1,35.84,12-05-2021,Kanyon
I102038,C227579,Food & Beverage,1,5.23,19/05/2021,Cevahir AVM
I312732,C106279,Clothing,2,600.16,23/01/2023,Cevahir AVM
I313512,C163609,Books,1,15.15,25-10-2022,Metropol AVM
I241636,C197574,Cosmetics,4,162.64,17-12-2021,Kanyon
I227012,C856935,Food & Beverage,1,5.23,13-02-2022,Kanyon
I237994,C216047,Toys,5,179.2,2023-03-03,Viaport Outlet
I255731,C621204,Souvenir,5,58.65,08-11-2022,Metrocity
I916317,C920454,Clothing,1,300.08,01-03-2023,Kanyon
I148712,C320871,Souvenir,2,23.46,24-02-2023,Mall of Istanbul
I411874,C308827,Technology,1,1050.0,2021-04-04,Viaport Outlet
I102843,C235737,Food & Beverage,5,26.15,01-11-2021,
I266074,C235354,Clothing,4,1200.32,08-01-2023,Metrocity
I988112,C321496,Clothing,2,600.16,07-10-2022,Mall of Istanbul
I126072,C268769,Technology,,5250.0,15-02-2021,Mall of Istanbul
I172940,C330507,Food & Beverage,5,26.15,06-07-2021,Zorlu Center
I143663,C223554,Food & Beverage,2,10.46,2022-04-30,Metrocity
I788503,C277448,Clothing,5,$1500.4,29.06.2022,Istinye Park
I264352,C339193,Shoes,3,1800.51,14-08-2021,Mall of Istanbul
I177892,C995960,Shoes,3,1800.51,14-09-2021,Mall of Istanbul
I285785,C544161,Toys,1,$35.84,2021-03-15,Viaport Outlet
I928276,C152187,Books,3,45.45,25-10-2021,Kanyon
I144546,C298057,Cosmetics,5,203.3,23.04.2021,Metropol AVM
I951042,C158371,Cosmetics,4,162.64,31-03-2021,Metropol AVM
I528095,C291605,Food & Beverage,4,20.92,01-10-2022,Kanyon
I296790,C124997,Clothing,4,1200.32,21.02.2021,Kanyon
I249316,C879245,Cosmetics,5,203.3,02-10-2022,Kanyon
I731179,C216873,Cosmetics,4,162.64,2021-09-12,Zorlu Center
I252798,C257669,Cosmetics,1,40.66,09-10-2022,Metrocity
I582430,C280470,Food & Beverage,1,5.23,09-06-2022,Mall of Istanbul
I127835,C514731,Food & Beverage,3,15.69,2022-01-23,Kanyon
I686556,C105324,Clothing,2,600.16,12-11-2021,Mall of Istanbul
I102189,C135789,Toys,1,35.84,14/09/2022,Mall of Istanbul
I534338,C255344,Food & Beverage,5,26.15,17-07-2021,Forum Istanbul
I249275,C151184,Shoes,1,600.17,03-03-2021,Metrocity
I255706,C146361,Clothing,4,1200.32,2022-07-15,Metrocity
I332955,C171518,Technology,3,3150.0,17-03-2022,Zorlu Center
I176243,C259285,Toys,2,71.68,17/02/2021,Metrocity
I290007,C310158,Clothing,4,1200.32,Feb 20 2023,Emaar Square Mall
I286433,C118341,Toys,1,35.84,14-04-2021,Mall of Istanbul
I209788,C339587,Cosmetics,2,81.32,31-10-2022,Mall of Istanbul
I114558,C305459,Food & Beverage,1,5.23,19-09-2022,Kanyon
I276085,C247306,Food & Beverage,1,5.23,14-04-2021,Mall of Istanbul
I123294,C306894,Clothing,4,$1200.32,Jul 28 2021,Istinye Park
I184185,C234361,Food & Beverage,2,10.46,14-08-2021,Mall of Istanbul
I141366,C141858,Toys,2,71.68,12-09-2021,Mall of Istanbul
I283591,C157747,,4,1200.32,15.09.2022,Mall of Istanbul
I308041,C281040,Clothing,3,900.24,29-09-2022,Mall of Istanbul
I201662,C238390,Technology,1,1050.0,10-31-2022,Mall of Istanbul
I173551,C185651,books,2,30.3,03-05-2022,Forum Istanbul
I169938,C283123,Food & Beverage,3,15.69,15-06-2021,Kanyon
I123732,C213431,Clothing,4,1200.32,23-02-2023,Metropol AVM
I186157,C297827,Clothing,2,600.16,01-02-2021,Metropol AVM
I158148,C196242,Food & Beverage,5,26.15,02-12-2022,Mall of Istanbul
I173033,C983589,Souvenir,4, 46.92 ,26-08-2022,Metrocity
I276061,C279862,Cosmetics,2,81.32,28-07-2021,Metrocity
I344717,C299940,Clothing,4,1200.32,19-01-2022,Metrocity
I168354,C331494,Toys,4,143.36,09-12-2022,Mall of Istanbul
I204657,C942956,Clothing,5,"1500,4",15.01.2022,Zorlu Center
I117367,C506435,Clothing,3,900.24,28-09-2021, METROPOL AVM 
I147779,C129830,Cosmetics,2,81.32,Jun 28 2021,Viaport Outlet
I183750,C943392,Clothing,5,1500.4,22-01-2021,Istinye Park
I121480,C296132,Cosmetics,1,40.66,16-02-2023,Metropol AVM
I300705,C218580,Technology,3,3150.0,27-04-2021,Metrocity
I170969,C996914,Cosmetics,2,81.32,22-01-2023,Kanyon
I370941,C277502,Shoes,-5.0,3000.85,20-05-2022,
I259846,C260662,Cosmetics,4,162.64,12-04-2021,Istinye Park
I207963,C802001,Cosmetics,4,162.64,17-07-2022,Istinye Park
I329235,C138119,Toys,1,35.84,24-02-2022, MALL OF ISTANBUL 
I236266,C128962,Souvenir,3,35.19,08-09-2021,Mall of Istanbul
I329817,C217100,Shoes,4,2400.68,17-06-2021,
I167674,C256362,Shoes,2,1200.34,18.01.2021,Metropol AVM
I297528,C469779,Shoes,5,3000.85,09.10.2022,Istinye Park
I295724,C310238,Clothing,,1500.4,19-08-2021,Emaar Square Mall
I455075,C998161,Clothing,2,600.16,12-21-2021,Forum Istanbul
I231607,C711249,Toys,4,143.36,07-06-2021,
I178041,C221266,Clothing,2,600.16,09-09-2022,Zorlu Center
I105818,C149131,Cosmetics,1,40.66,18-09-2022,Istinye Park
I491595,C189580,Food & Beverage,4,20.92,07-10-2022,Kanyon
I126542,C235684,Food & Beverage,5,26.15,04.02.2021,Viaport Outlet
I313949,C658083,Clothing,4,1200.32,05-06-2022, MALL OF ISTANBUL 
I309443,C242703,Cosmetics,3,121.98,30-06-2021,Emaar Square Mall
I238112,C619217,Books,5,75.75,04-09-2022,Kanyon
I576296,C272350,Clothing,4,-1200.32,11-12-2021,Metrocity
I285923,C280580,CLOTHING,3,900.24,08-18-2021,Metrocity
I208850,C190898,Shoes,5,3000.85,21-10-2021,Metrocity
I259412,C108986,Toys,4,143.36,29-03-2021,Viaport Outlet
I296389,C197870,Toys,1,35.84,2022-12-13,Metrocity
I161182,C323748,Toys,5,179.2,27-07-2021,Metrocity
I325259,C119499,Souvenir,5,58.65,08.07.2022,Forum Istanbul
I138611,C730593,Clothing,5,1500.4,2021-05-02,Mall of Istanbul
I335337,C265974,CLOTHING,5,1500.4,09-08-2021,Metrocity
I294512,C319512,Clothing,3,900.24,04-04-2022,Kanyon
I713585,C275469,Clothing,3,$900.24,Jun 16 2022,Metrocity
I295539,C238993,Shoes,1,600.17,Dec 18 2021,Emaar Square Mall
I210977,C318367,Food & Beverage,5,26.15,04-05-2021,Metrocity
I537141,C201845,Clothing,5,1500.4,03-04-2021,Kanyon
I337865,C296857,Clothing,4,1200.32,12-10-2022,Kanyon
I265916,C387112,Toys,1,35.84,30-09-2021,Zorlu Center
I253883,C240392,CLOTHING,1,$300.08,2022-01-12,Kanyon
I652979,C188215,Food & Beverage,-2.0,10.46,16-02-2021,Zorlu Center
I215300,C211639,Toys,4,143.36,06-08-2021,Kanyon
I331207,C525846,Clothing,3,900.24,27-08-2022,Metrocity
I287961,C238874,Souvenir,1,11.73,02-01-2021,Kanyon
I151017,C293977,Technology,4,4200.0,29-09-2021,Emaar Square Mall
I889992,C275697,Toys,2,71.68,15-05-2022,Istinye Park
I689264,C978821,Clothing,5,1500.4,10-06-2021,Metrocity
I184805,C296557,Clothing,5,1500.4,17-08-2022,Mall of Istanbul
I899276,C418356,Clothing,2,600.16,21-02-2023,Metrocity
I298326,C256477,Shoes,2,1200.34,11-09-2021,Kanyon
I385905,C189648,Shoes,4,2400.68,30-05-2021,Kanyon
I200965,C247452,Clothing,2,600.16,2021-02-22,Mall of Istanbul
I330198,C308969,Shoes,4,2400.68,27-05-2022,Metropol AVM
I128191,C371337,Clothing,3,900.24,11-07-2021,Kanyon
I322422,C279052,Cosmetics,,203.3,03-10-2021,Kanyon
I255853,C108555,Clothing,2,600.16,17.07.2021,Kanyon
I217891,C402830,Clothing,1,300.08,13-06-2022,Metropol AVM
I613304,C664565,Books,3,45.45,17-01-2022,Istinye Park
I278446,C291791,Food & Beverage,2,10.46,07-01-2021,Zorlu Center
I324872,C431273,Toys,4,143.36,17-08-2021,Mall of Istanbul
I161397,C117698,Clothing,5,1500.4,05-03-2021,Emaar Square Mall
I175682,C910287,Clothing,,1500.4,15-06-2021,Metropol AVM
I204919,C311773,Shoes,1,600.17,23-03-2022,Cevahir AVM
I904631,C194452,Clothing,1,300.08,23-05-2022,Mall of Istanbul
I706346,C426125,Toys,5,179.2,2021-10-30,Istinye Park
I286797,C203241,Shoes,2,1200.34,20-06-2022,Mall of Istanbul
I239251,C240003,Clothing,5,"1500,4",12-10-2021,Mall of Istanbul
I133814,C312689,Food & Beverage,5,26.15,17-02-2022,Emaar Square Mall
I260106,C920318,Food & Beverage,4,20.92,01-10-2021,Metrocity
I947274,C124401,Clothing,4,1200.32,02-03-2021,Mall of Istanbul
I541352,C259496,Clothing,1,300.08,18/05/2022,Kanyon
I855262,C148088,Books,3,45.45,27-09-2021,Metrocity
I225877,C145002,  Shoes  ,2,1200.34,12-06-2022,
I199566,C101095,Cosmetics,4,162.64,06-08-2021,Viaport Outlet
I103393,C192096,Shoes,5,3000.85,30-03-2022,Kanyon
I511928,C263518,Food & Beverage,4,20.92,11-04-2021,Metrocity
I973996,C287508,Technology,5,5250.0,25-03-2022,Kanyon
I180863,C106517,Food & Beverage,1,5.23,Sep 17 2021,Kanyon
I826420,C759103,Shoes,4,2400.68,20-06-2022,Mall of Istanbul
I111306,C301159,Cosmetics,2,$81.32,17.09.2022,Zorlu Center
I880338,C337904,Technology,2,$2100.0,05-10-2021,Kanyon
I152767,C102030,Souvenir,1,11.73,10-01-2022,Mall of Istanbul
I196223,C948647,Shoes,3,1800.51,2022-07-02,Kanyon
I329366,C108851,Shoes,2,1200.34,22-04-2022,Metrocity
I262536,C201296,Clothing,2,600.16,30-06-2022,Zorlu Center
I281365,C206111,Clothing,4,1200.32,20-10-2021,Kanyon
I228612,C156107,Clothing,5,1500.4,01-07-2021,Kanyon
I267907,C440284,Books,4,60.6,19/10/2022,Mall of Istanbul
I316262,C907902,Clothing,1,300.08,20-10-2022,Metrocity
I521061,C337056,Clothing,2,600.16,18-12-2021,Mall of Istanbul
I203326,C987198,Toys,5,179.2,2021-12-02,Kanyon
I275105,C700564,Food & Beverage,5,26.15,01-12-2022,Kanyon
I226895,C985028,Food & Beverage,1,5.23,2022-01-26,Metrocity
I256965,C197063,Food & Beverage,2,10.46,17-02-2021,Viaport Outlet
I869868,C101072,Shoes,1,600.17,08-02-2021,Metrocity
I221070,C493539,Books,5,75.75,13-03-2022,Emaar Square Mall
I120634,C925007,Clothing,1,300.08,14-09-2022,Kanyon
I260875,C168935,  Cosmetics  ,3,121.98,04.03.2023,Metrocity
I212345,C264409,Clothing,five,300.08,17-08-2021,Kanyon
I115514,C513092,toys,3,"107,52",31-03-2022,Kanyon
I977895,C923754,Cosmetics,2,81.32,29-01-2022,Metropol AVM
I228005,C655436,Technology,2,2100.0,24-04-2022,Kanyon
I271467,C313301,Toys,3,107.52,04-12-2021,Metrocity
I275392,C126776,Books,1,15.15,03-01-2021,Metrocity
I309214,C117958,Clothing,1,300.08,05-12-2021,Zorlu Center
I187690,C169229,Clothing,4,1200.32,26-01-2023,Metrocity
I122701,C371165,Cosmetics,3, 121.98 ,02-02-2023,Viaport Outlet
I122089,C192452,Shoes,1,600.17,01-11-2022,Mall of Istanbul
I694337,C199464,Shoes,1,600.17,28-03-2022,
I131698,C544568,Cosmetics,5,203.3,Jul 31 2022,Zorlu Center
I100685,C263059,Souvenir,2,23.46,24-05-2021,Forum Istanbul
I424875,C499616,Food & Beverage,3,15.69,23-04-2021,Kanyon
I226743,C884249,Clothing,1,300.08,30/04/2022,Viaport Outlet
I292495,C484464,Food & Beverage,1,5.23,05-08-2021,Metrocity
I225851,C419424,Clothing,1,300.08,14-11-2022,Metrocity
I148123,C161225,Shoes,2,1200.34,01/09/2022,Kanyon
I610881,C491361,Technology,1,1050.0,2022-08-01, KANYON 
I322566,C121724,Toys,1,35.84,04-02-2023,Kanyon
I677673,C104255,Food & Beverage,1,5.23,04-19-2021,Metrocity
I145321,C221099,Clothing,1,300.08,21-07-2021,Zorlu Center
I190703,C288931,Shoes,1,600.17,06-02-2023,Zorlu Center
I181256,C742042,Shoes,1,600.17,24-03-2022,Kanyon
I334068,C354303,Clothing,4,1200.32,11-01-2023,Mall of Istanbul
I258408,C110325,Food & Beverage,,5.23,22-06-2021,Zorlu Center
I229828,C145994,Clothing,1,300.08,21-10-2022,Emaar Square Mall
I139918,C188632,Food & Beverage,2,10.46,15-11-2022,Forum Istanbul
I417820,C520046,books,4,60.6,17-10-2022,Kanyon
I438749,C157896,Clothing,2,600.16,23-08-2022,Kanyon
I389846,C940472,Clothing,5,1500.4,18-11-2022,Metropol AVM
I447088,C228488,Clothing,3,900.24,07.02.2021,Metrocity
I140807,C507966,Cosmetics,1,40.66,10-01-2023,Metrocity
I112387,C214431,Souvenir,2,23.46,23-03-2021,Mall of Istanbul
I126956,C107345,Technology,4,4200.0,30-11-2021,Istinye Park
I110178,C299849,Clothing,4,1200.32,24-10-2022,Mall of Istanbul
I258117,C138481,Clothing,2,600.16,12-08-2022,Mall of Istanbul
I338875,C957209,Cosmetics,4,162.64,16-08-2021,Viaport Outlet
I939633,C171705,Shoes,3,1800.51,18-07-2021,Kanyon
I287490,C101932,Toys,5,179.2,21-07-2021,Istinye Park
I318230,C221479,Food & Beverage,1,$5.23,17-06-2021,Mall of Istanbul
I929447,C120683,Toys,4,143.36,03-11-2022,Zorlu Center
I139968,C214767,Food & Beverage,3,15.69,10-04-2022,Metrocity
I246425,C214768,Clothing,2,600.16,17-05-2021,Kanyon
I742973,C338793,Food & Beverage,2,10.46,26-06-2021,Kanyon
I287543,C272133,Clothing,5,"1500,4",06-04-2021,Forum Istanbul
I321632,C186191,Clothing,5,1500.4,01-04-2021,Istinye Park
I339877,C204507,Cosmetics,2,81.32,14-11-2021,Cevahir AVM
I807814,C327385,  Food & Beverage  ,3,15.69,19-04-2021,Kanyon
I283555,C508163,,4,1200.32,18-12-2021,Emaar Square Mall
I336935,C461466,Clothing,2,600.16,15-08-2022,Metrocity
I468361,C320395,Souvenir,-3.0,35.19,23-05-2022,Mall of Istanbul
I712910,C334395,Technology,2,2100.0,30-06-2021,Forum Istanbul
I249606,C298618,Clothing,1,300.08,07-07-2021,Metrocity
I236550,C170372,,3,15.69,07-03-2022,Kanyon
I231832,C165839,Shoes,5,3000.85,27-04-2021,Viaport Outlet
I174710,C103072,Toys,5,179.2,18-01-2023,Kanyon
I149783,C323635,Cosmetics,3,121.98,05-06-2022, KANYON 
I842493,C202057,Clothing,3,900.24,25-07-2021,Mall of Istanbul
I125700,C244973,,5,3000.85,10-06-2022,Forum Istanbul
I192215,C249248,Books,5,75.75,29-08-2021,Mall of Istanbul
I147836,C189774,Shoes,4,2400.68,13-03-2022,Metropol AVM
I213772,C411654,Souvenir,1,11.73,03-10-2022,Metrocity
I183311,C222687,Shoes,3,1800.51,03-07-2021,Metrocity
I441241,C536907,Toys,1,35.84,Oct 27 2022,Mall of Istanbul
I288203,C920159,Toys,2, 71.68 ,12-08-2022,Metrocity
I242997,C345926,Clothing,5,1500.4,02-05-2022,Viaport Outlet
I132768,C140341,Shoes,1,600.17,17-02-2023,Metrocity
I917278,C134034,Clothing,5,1500.4,01-02-2022,Metropol AVM
I320582,C239664,Clothing,2,600.16,29-01-2022,Emaar Square Mall
I227220,C269500,Clothing,5,1500.4,18-02-2023,Zorlu Center
I267185,C328205,Food & Beverage,4,20.92,05-06-2022,
I231733,C601973,Toys,4,143.36,19-06-2021,Mall of Istanbul
I241744,C217983,Books,3,45.45,21-11-2021,Metrocity
I194728,C167216,Shoes,2,1200.34,01-08-2021,Metrocity
I165525,C762233,Toys,4,143.36,02-05-2021,Metrocity
I324003,C209633,,1, 300.08 ,14-01-2021,Kanyon
I192013,C242105,,3,107.52,08-06-2021,Mall of Istanbul
I203816,C287242,Clothing,4,"1200,32",28-03-2022, VIAPORT OUTLET 
I244291,C154863,Toys,-2.0,71.68,13-01-2022,Metropol AVM
I182759,C235128,Books,2,30.3,02-14-2021,Cevahir AVM
I205216,C266527,Books,4,60.6,08/07/2021,Mall of Istanbul
I223340,C181157,Clothing,4,1200.32,29-04-2021,Kanyon
I182832,C279511,Clothing,5,1500.4,13-10-2022,Mall of Istanbul
I246879,C279863,Food & Beverage,5,26.15,22-12-2022,Kanyon
I210179,C977455,Cosmetics,2,81.32,May 30 2021,Mall of Istanbul
I261080,C242985,Clothing,4,1200.32,05-01-2021,Metrocity
I245744,C483136,Cosmetics,1,40.66,27-06-2021, CEVAHIR AVM 
I226609,C116177,Food & Beverage,3,15.69,12-12-2021, METROPOL AVM 
I207920,C160469,Cosmetics,5,203.3,16-06-2022,Kanyon
I224107,C545585,Clothing,2,$600.16,11-03-2022,Metropol AVM
I315879,C108707,Cosmetics,1,40.66,05-11-2021,Metrocity
I322814,C259703,Clothing,4,1200.32,13-05-2022,Istinye Park
I331351,C214018,Food & Beverage,4,20.92,2021-09-04,Kanyon
I897672,C300018,Cosmetics,3,121.98,15-11-2022,Istinye Park
I712816,C572004,Technology,4,4200.0,03-08-2022,Mall of Istanbul
I337615,C335048,Toys,5,179.2,01-10-2021,Metrocity
I117652,C697836,Souvenir,4,"46,92",04-09-2022,Viaport Outlet
I126991,C974148,Books,3,45.45,29/10/2021,Mall of Istanbul
I490625,C913089,Souvenir,3,35.19,19-01-2022,Kanyon
I866528,C673234,Clothing,5,1500.4,18-03-2021,Mall of Istanbul
I187006,C173440,Cosmetics,5,203.3,08-17-2021,Metrocity
I163621,C432883,Toys,3,107.52,07-09-2022,Kanyon
I143832,C164574,  Clothing  ,5,1500.4,10-02-2021,Metrocity
I140048,C315822,Souvenir,0,23.46,23-07-2022,Mall of Istanbul
I538682,C898289,Food & Beverage,2,10.46,04-03-2021,Mall of Istanbul
I301975,C484957,Cosmetics,5,203.3,19-07-2021,Mall of Istanbul
I516308,C321143,Clothing,4,1200.32,29-09-2022,Metrocity
I301959,C237544,Shoes,3,1800.51,29-12-2021, ISTINYE PARK 
I138853,C435388,Cosmetics,5,203.3,26/12/2022,Istinye Park
I165250,C335396,Books,2,30.3,Nov 20 2021, MALL OF ISTANBUL 
I117045,C224963,Toys,5,179.2,22-09-2021,Metropol AVM
I292439,C256050,Books,3,45.45,28-09-2022,Metropol AVM
I128924,C106521,Shoes,2,"1200,34",28-03-2021,Forum Istanbul
I233936,C162053,Clothing,2,600.16,19-01-2022, METROCITY 
I191090,C174224,FOOD & BEVERAGE,5,26.15,19-09-2021,Istinye Park
I173050,C285574,Souvenir,3,35.19,04-08-2022,Metrocity
I273567,C309511,Shoes,0,3000.85,05-12-2022,Istinye Park
I157640,C268029,Clothing,2, 600.16 ,08.09.2021,Kanyon
I242288,C204479,Cosmetics,3,"121,98",03-09-2022,Mall of Istanbul
I828270,C286854,Clothing,5,1500.4,06/05/2021,Cevahir AVM
I321885,C106674,Toys,1,35.84,25-03-2022,Zorlu Center
I151192,C158851,Books,1,15.15,02/01/2021,Metropol AVM
I252527,C112388,Toys,3,107.52,25-06-2021,Kanyon
I393516,C207937,Clothing,3,900.24,20-06-2021,Kanyon
I130254,C175646,Clothing,3,900.24,10-08-2022,Zorlu Center
I212922,C334396,Clothing,1,300.08,18-11-2022,Mall of Istanbul
I116549,C742431,Clothing,3,900.24,19-03-2022,Kanyon
I246502,C126136,Toys,5,179.2,04-06-2022,Kanyon
I293092,C236818,Clothing,2,600.16,07-06-2021,Metrocity
I119706,C249784,Souvenir,3,35.19,03-04-2022,Metropol AVM
I191752,C273442,Food & Beverage,3,15.69,28-07-2022,Viaport Outlet
I223365,C178441,Clothing,2,600.16,24-07-2022,Mall of Istanbul
I220413,C589158,Toys,1,35.84,13-11-2022,Viaport Outlet
I235763,C210142,Clothing,3,900.24,10-03-2022,Kanyon
I789682,C306638,Food & Beverage,1,5.23,25-08-2021,Mall of Istanbul
I289119,C177206,Shoes,3,1800.51,05-02-2021,Mall of Istanbul
I249090,C130196,Clothing,4,1200.32,07-03-2021,Mall of Istanbul
I242430,C673130,Souvenir,2,23.46,10-08-2021,Kanyon
I185758,C434410,Food & Beverage,4,20.92,25-02-2023, CEVAHIR AVM 
I788927,C167192,Toys,2,71.68,06-09-2021,Mall of Istanbul
I430237,C215641,Clothing,3,900.24,14/04/2022,Mall of Istanbul
I326553,C109231,Shoes,4,2400.68,20-12-2022,Zorlu Center
I532790,C228190,Toys,2,71.68,26-08-2021,Forum Istanbul
I174207,C347728,Clothing,5,1500.4,11-01-2022,Kanyon
I775298,C178213,cosmetics,2,81.32,27-08-2022, FORUM ISTANBUL 
I902002,C308351,Books,4,"60,6",10-04-2021,Istinye Park
I314951,C642799,Cosmetics,2,81.32,07-02-2021,Istinye Park
I651827,C290399,Food & Beverage,1,5.23,06-12-2021,Kanyon
I573534,C185482,Food & Beverage,5,26.15,09-10-2022,Kanyon
I172486,C198703,Food & Beverage,2,10.46,22-07-2022,Mall of Istanbul
I681615,C239274,Clothing,4,1200.32,09-05-2022,Metropol AVM
I593170,C112492,Clothing,1,300.08,05-08-2022,Metropol AVM
I259857,C313096,Cosmetics,2,81.32,Apr 23 2021,Metrocity
I626963,C746209,Food & Beverage,5,26.15,06-04-2022,Viaport Outlet
I176570,C210564,Technology,5,5250.0,10-04-2021,Istinye Park
I847292,C174307,Books,4,60.6,10-09-2021,Zorlu Center
I426207,C127204,Clothing,5,1500.4,12/11/2021,Mall of Istanbul
I224457,C638739,Food & Beverage,3,15.69,16-06-2021,Kanyon
I240307,C310279,Clothing,2,600.16,20-01-2023,
I103101,C733099,Clothing,5,1500.4,09-26-2021,Istinye Park
I108934,C254246,Clothing,5,1500.4,11-02-2023,Metropol AVM
I322275,C200047,Shoes,1,600.17,20.12.2021,Istinye Park
I292683,C256608,Technology,1,1050.0,02-23-2022,Zorlu Center
I745150,C118003,Shoes,4,"2400,68",18-02-2021, MALL OF ISTANBUL 
I284510,C243125,Clothing,2,"600,16",21-12-2022,Cevahir AVM
I100094,C246470,Toys,2,71.68,18-12-2021,Metropol AVM
I200292,C169373,Clothing,1,300.08,25-07-2022,Mall of Istanbul
I508800,C237789,Clothing,4,-1200.32,25-06-2022,Mall of Istanbul
I212681,C285223,Clothing,5,1500.4,18.11.2022,Metrocity
I774255,C506354,Clothing,4,1200.32,12-05-2022, METROPOL AVM 
I189927,C154631,Clothing,2,600.16,15-10-2022,Kanyon
I314561,C172253,Clothing,1,300.08,07-28-2022,Emaar Square Mall
I223235,C233798,Shoes,4,2400.68,24-09-2022,Metropol AVM
I203797,C936756,technology,1,1050.0,19-10-2021,Metrocity
I140909,C150751,food & beverage,4,20.92,16-07-2021,Metropol AVM
I246117,C234889,Clothing,3,900.24,02-01-2021,Kanyon
I154558,C222005,,4,1200.32,17-01-2022,Viaport Outlet
I185045,C268308,Technology,2,2100.0,09-10-2021,Metrocity
I216216,C196381,Cosmetics,5,203.3,17-11-2022,Metrocity
I632161,C630367,Cosmetics,3,121.98,24-02-2023,Mall of Istanbul
I262180,C182102,Clothing,,1500.4,10-06-2021,Metropol AVM
I385064,C365532,Shoes,4,2400.68,26-02-2023,Istinye Park
I179696,C450316,Clothing,3,900.24,17-02-2022,Mall of Istanbul
